student_id,iq_test_marks,study_hours_per_day,extra_activity,time_spent_on_extra_activity_hrs,attended_academic_activity,courses_count,attendance_percentage,kan_marks,english_marks,maths_marks,chemistry_marks,biology_or_cs_marks,physics_marks,average_marks,capability_score,result,confidence
424,74.7,1.71,Yes,3.4,No,0,84.2,76.4,88.4,78.7,73.5,54.0,91.3,77.0,0.6664,Pass,High
425,75.4,0.68,Yes,0.5,No,6,58.2,64.5,76.3,68.6,62.6,84.0,52.9,68.1,0.5933,Pass,Medium
426,94.6,2.14,Yes,6.4,No,0,87.8,81.5,100.0,100.0,94.5,82.3,97.7,92.7,0.8184,Pass,High
427,95.8,0.0,No,0.0,No,4,86.5,90.4,83.1,79.2,61.9,66.4,80.4,76.9,0.6663,Pass,High
428,87.0,1.82,No,0.0,No,8,75.2,90.8,96.6,72.9,61.7,100.0,82.7,84.1,0.6982,Pass,High
429,39.4,1.23,Yes,5.1,No,3,64.5,49.5,57.8,39.7,69.7,60.8,51.3,54.8,0.4189,Fail,Low
430,39.0,2.57,Yes,5.8,Yes,3,84.3,60.5,52.1,55.8,82.5,59.7,52.0,60.4,0.525,Fail,Medium
431,75.9,1.14,No,0.7,No,5,65.9,49.0,52.9,89.2,92.5,53.2,61.6,66.4,0.5863,Pass,Medium
432,76.9,0.7,Yes,3.0,Yes,4,65.1,75.9,93.9,56.2,68.7,83.4,74.2,75.4,0.634,Pass,Medium
433,62.0,0.64,Yes,1.8,Yes,2,54.8,66.6,81.9,94.2,40.0,72.7,62.3,69.6,0.5258,Fail,Medium
434,78.6,0.0,No,0.0,No,5,53.1,58.5,64.1,51.2,68.8,63.1,63.3,61.5,0.5309,Fail,Medium
435,64.3,0.83,No,0.6,No,4,86.8,61.0,65.5,69.2,70.5,63.8,86.1,69.4,0.5206,Fail,Medium
436,25.4,1.31,Yes,5.1,No,8,57.7,41.9,34.2,42.5,17.6,22.3,41.4,33.3,0.3384,Fail,Low
437,71.3,1.14,No,0.0,No,1,74.9,60.8,57.6,70.6,49.1,61.6,95.2,65.8,0.5609,Fail,Medium
438,79.8,0.25,Yes,2.6,No,2,65.7,76.1,71.2,72.3,98.7,60.4,59.2,73.0,0.606,Pass,Medium
439,100.0,0.0,No,0.4,No,1,78.8,81.8,75.1,78.0,62.3,85.1,56.8,73.2,0.681,Pass,High
440,100.0,1.13,Yes,3.9,Yes,0,77.9,81.9,94.9,100.0,100.0,92.1,74.4,90.6,0.8041,Pass,High
441,65.1,0.53,No,0.0,No,3,61.7,76.3,40.8,30.7,72.5,65.5,37.6,53.9,0.4826,Fail,Low
442,85.2,1.18,No,1.0,No,3,66.7,64.1,74.4,55.4,52.6,74.8,50.2,61.9,0.6432,Pass,High
443,72.6,1.52,Yes,3.2,No,4,74.3,83.8,91.0,73.2,93.9,80.2,63.4,80.9,0.6389,Pass,Medium
444,82.5,1.31,No,0.5,No,1,79.5,62.2,40.7,71.4,81.2,67.5,54.1,62.8,0.6425,Pass,High
445,48.8,1.62,Yes,5.5,No,3,76.6,51.9,58.3,33.3,53.5,65.3,64.5,54.5,0.5079,Fail,Low
446,40.0,1.59,No,0.7,No,2,94.4,63.8,48.3,43.5,34.6,41.7,72.0,50.6,0.4182,Fail,Low
447,80.9,0.0,No,1.2,No,3,58.6,60.0,71.2,62.7,53.9,49.6,60.6,59.7,0.5508,Fail,Medium
448,78.0,1.24,Yes,2.3,No,3,84.3,100.0,72.4,85.9,69.5,95.5,56.0,79.9,0.6638,Pass,High
449,31.1,0.76,No,0.4,No,3,52.6,34.9,47.8,33.6,49.6,53.8,22.7,40.4,0.282,Fail,Low
450,80.1,1.55,No,1.2,No,6,72.2,85.1,91.7,57.6,86.8,66.2,62.0,74.9,0.6408,Pass,Medium
451,51.8,0.05,Yes,2.2,No,3,53.3,51.4,67.0,52.8,54.1,50.8,55.2,55.2,0.4159,Fail,Low
452,65.6,0.73,No,1.2,No,3,75.8,58.0,90.8,16.5,60.8,44.4,53.5,54.0,0.5126,Fail,Medium
453,78.2,1.67,No,0.3,No,1,70.6,74.2,86.1,70.1,77.6,59.8,50.5,69.7,0.6253,Pass,Medium
454,57.9,0.94,No,0.0,No,6,66.0,81.6,37.6,52.7,44.2,62.8,60.7,56.6,0.4679,Fail,Low
455,62.8,3.02,No,0.3,No,3,74.1,67.4,79.0,79.3,74.1,53.7,45.9,66.6,0.6064,Pass,Medium
456,81.3,1.31,No,1.3,No,3,86.0,85.7,59.5,67.7,50.6,69.9,82.2,69.3,0.6463,Pass,High
457,48.9,1.84,Yes,3.3,No,4,56.6,43.2,64.6,71.3,70.6,53.6,58.8,60.4,0.4952,Fail,Low
458,97.8,0.0,Yes,4.3,No,2,84.7,79.3,95.7,90.2,76.6,97.5,76.2,85.9,0.7248,Pass,High
459,34.8,0.58,Yes,1.5,Yes,3,60.7,41.7,48.5,21.3,47.4,48.4,56.5,44.0,0.366,Fail,Low
460,51.8,2.4,Yes,3.7,Yes,4,79.2,52.9,68.2,82.7,68.2,75.4,56.1,67.2,0.5843,Pass,Medium
461,83.2,1.46,No,0.0,No,2,81.4,88.5,71.3,86.8,75.8,71.1,81.8,79.2,0.6561,Pass,High
462,38.4,0.59,Yes,4.7,No,2,67.1,57.7,35.6,36.4,33.6,58.5,57.2,46.5,0.3812,Fail,Low
463,79.2,0.61,Yes,3.1,Yes,2,72.7,100.0,83.1,70.3,72.2,83.5,49.8,76.5,0.6487,Pass,High
464,66.3,1.81,Yes,3.4,No,4,91.5,85.8,74.5,77.7,74.4,72.1,54.5,73.2,0.6333,Pass,Medium
465,56.3,0.3,Yes,3.5,No,2,77.6,49.3,69.0,38.4,51.3,69.1,26.6,50.6,0.4816,Fail,Low
466,72.1,1.13,No,0.9,No,5,66.0,53.8,59.4,86.8,84.8,55.5,85.2,70.9,0.5636,Fail,Medium
467,63.6,0.95,Yes,1.9,Yes,1,67.8,75.5,55.6,74.6,64.5,52.4,65.6,64.7,0.5629,Fail,Medium
468,78.7,1.62,No,0.9,No,4,61.3,69.4,79.3,60.7,83.1,85.1,85.4,77.2,0.6218,Pass,Medium
469,81.4,0.9,No,0.5,No,3,71.8,79.4,49.1,98.5,58.8,68.1,47.5,66.9,0.6102,Pass,Medium
470,81.3,0.29,No,0.7,No,4,77.6,76.0,72.1,70.5,79.7,80.6,51.3,71.7,0.5866,Pass,Medium
471,71.6,0.84,No,0.5,No,1,85.1,62.0,61.9,62.7,68.5,52.2,56.1,60.6,0.5592,Fail,Medium
472,64.0,0.0,Yes,6.9,No,4,72.2,46.5,45.3,56.2,51.9,48.2,69.0,52.8,0.5185,Fail,Medium
473,55.5,2.0,Yes,4.1,Yes,5,74.4,47.9,57.2,63.9,77.2,65.1,75.4,64.4,0.5839,Pass,Medium
474,73.6,3.23,No,0.0,No,4,80.2,86.1,84.8,87.2,67.9,100.0,51.0,79.5,0.6883,Pass,High
475,59.6,0.84,Yes,6.3,No,1,78.4,73.4,60.8,56.2,40.9,82.2,69.9,63.9,0.535,Fail,Medium
476,78.0,0.0,No,1.2,No,4,66.5,69.8,78.3,46.2,56.7,70.7,60.1,63.6,0.5425,Fail,Medium
477,51.7,1.6,No,1.1,No,3,82.2,68.7,53.0,45.3,68.4,34.0,57.5,54.5,0.4789,Fail,Low
478,68.3,0.71,No,0.7,No,3,65.0,78.0,77.1,44.5,64.5,80.7,65.7,68.4,0.5158,Fail,Medium
479,31.2,0.1,No,0.4,No,3,52.5,24.4,24.7,8.0,17.9,35.9,4.0,19.2,0.2494,Fail,Low
480,98.2,1.59,Yes,2.8,No,3,94.4,95.4,83.8,96.9,95.7,80.6,88.3,90.1,0.8138,Pass,High
481,100.0,0.0,No,1.1,No,2,52.2,42.3,74.2,61.0,73.8,90.2,67.2,68.1,0.6574,Pass,High
482,80.5,1.88,Yes,2.0,No,3,78.8,91.4,75.4,73.1,67.1,75.0,90.2,78.7,0.7046,Pass,High
483,64.7,0.0,Yes,5.3,Yes,3,66.9,65.3,79.7,81.1,77.0,70.5,81.5,75.9,0.5321,Fail,Medium
484,87.2,0.0,Yes,0.5,No,3,57.9,83.6,79.7,76.9,86.7,89.5,67.5,80.6,0.6261,Pass,Medium
485,71.7,0.65,No,0.0,No,4,65.7,98.8,69.1,67.9,52.5,51.6,47.4,64.6,0.5334,Fail,Medium
486,32.6,0.69,No,0.0,No,5,71.7,51.3,28.1,17.0,24.1,25.5,43.1,31.5,0.3081,Fail,Low
487,50.7,2.54,No,0.0,No,3,77.3,81.0,75.0,55.8,51.5,62.0,48.7,62.3,0.5122,Fail,Low
488,71.6,2.12,Yes,0.5,No,4,79.6,80.0,63.8,81.0,77.0,89.5,90.6,80.3,0.6614,Pass,High
489,72.6,2.49,No,0.0,No,5,67.2,70.6,68.9,60.6,60.6,66.7,73.5,66.8,0.6336,Pass,Medium
490,60.4,1.75,No,0.6,No,8,68.3,91.8,63.3,58.3,61.5,53.7,47.7,62.7,0.5297,Fail,Medium
491,57.2,1.97,No,0.2,No,5,88.2,55.6,70.2,82.2,54.3,76.4,68.6,67.9,0.5366,Fail,Medium
492,84.9,1.39,No,0.0,No,2,64.1,56.5,65.2,67.1,66.1,71.0,67.3,65.5,0.6455,Pass,High
493,57.5,1.29,Yes,1.6,No,5,71.8,77.6,47.3,62.6,64.1,48.6,63.0,60.5,0.5316,Fail,Medium
494,88.7,0.22,No,0.0,No,6,80.7,88.0,84.0,43.4,67.4,60.8,56.8,66.7,0.6314,Pass,Medium
495,85.0,1.19,No,0.6,No,6,75.8,77.1,86.1,61.3,70.7,64.0,82.3,73.6,0.6543,Pass,High
496,68.9,0.72,Yes,7.3,Yes,1,50.0,62.7,92.0,57.6,46.8,66.0,47.3,62.1,0.5789,Pass,Medium
497,100.0,0.0,Yes,1.6,Yes,4,58.9,88.6,68.8,100.0,74.8,69.9,97.1,83.2,0.7279,Pass,High
498,81.4,0.35,No,0.2,No,6,72.6,84.3,46.8,75.8,73.9,31.7,81.4,65.6,0.5865,Pass,Medium
499,99.8,2.03,No,1.1,No,5,93.5,91.0,77.0,99.5,100.0,75.8,100.0,90.6,0.8028,Pass,High
500,95.3,1.6,Yes,1.4,Yes,2,96.0,90.7,83.7,82.5,100.0,97.8,100.0,92.4,0.8138,Pass,High
501,54.8,0.31,Yes,2.1,No,3,70.8,56.6,31.5,35.6,37.7,70.7,65.9,49.7,0.4641,Fail,Low
502,63.4,2.71,No,0.0,No,1,84.2,77.2,57.4,55.5,87.5,57.7,67.8,67.2,0.6014,Pass,Medium
503,35.0,1.14,No,1.0,No,5,64.9,42.4,27.6,45.0,48.0,21.4,49.0,38.9,0.3406,Fail,Low
504,82.6,0.12,Yes,0.6,Yes,1,82.3,94.1,93.6,80.3,74.7,69.5,90.5,83.8,0.6466,Pass,High
505,75.7,0.07,No,0.8,No,2,64.8,49.6,57.5,48.7,52.3,52.8,70.5,55.2,0.527,Fail,Medium
506,43.2,1.91,Yes,0.5,No,1,62.4,49.6,52.9,60.0,71.5,58.2,49.5,57.0,0.4596,Fail,Low
507,60.0,0.4,Yes,1.7,No,2,65.0,49.1,51.1,43.5,78.2,60.9,65.1,58.0,0.4918,Fail,Low
508,72.4,1.36,No,0.0,No,3,69.2,80.0,52.6,51.8,76.9,71.2,55.5,64.7,0.5754,Fail,Medium
509,100.0,0.9,Yes,3.8,No,1,64.4,64.3,100.0,71.8,81.4,88.7,63.1,78.2,0.7602,Pass,High
510,50.6,3.09,Yes,3.6,No,6,80.0,90.9,80.5,81.7,88.0,59.1,84.0,80.7,0.5946,Pass,Medium
511,57.6,1.41,No,0.0,No,3,57.5,46.6,61.1,31.3,42.1,40.3,50.1,45.2,0.4774,Fail,Low
512,55.5,0.15,Yes,1.7,Yes,8,74.4,87.0,50.0,71.5,51.6,40.4,56.7,59.5,0.4892,Fail,Low
513,94.4,2.49,No,0.7,No,1,66.3,63.5,80.1,74.0,100.0,100.0,86.4,84.0,0.7602,Pass,High
514,80.1,1.72,No,0.0,No,1,80.3,79.6,58.8,63.1,76.0,86.1,90.5,75.7,0.6481,Pass,High
515,42.2,0.45,No,0.0,No,2,70.1,33.2,48.0,33.8,23.8,40.0,53.2,38.7,0.3483,Fail,Low
516,74.1,0.14,Yes,5.3,Yes,5,58.3,96.7,80.5,65.1,51.1,62.2,73.6,71.5,0.5894,Pass,Medium
517,82.1,0.33,Yes,4.8,No,2,62.2,67.9,77.4,47.2,52.4,66.7,52.5,60.7,0.6258,Pass,Medium
518,80.9,0.25,Yes,0.5,Yes,7,79.1,67.5,72.2,62.0,84.2,83.6,69.0,73.1,0.647,Pass,High
519,74.7,2.49,Yes,5.0,No,1,67.9,64.9,73.9,75.9,82.8,83.6,66.4,74.6,0.6944,Pass,High
520,72.2,0.32,No,0.4,No,5,74.4,71.3,64.2,56.6,65.6,48.8,69.0,62.6,0.5308,Fail,Medium
521,45.0,2.28,No,0.0,No,4,83.7,49.8,62.1,58.5,45.2,70.7,57.6,57.3,0.4727,Fail,Low
522,11.0,1.07,Yes,5.6,Yes,6,62.6,26.4,17.2,44.3,36.7,36.2,14.7,29.2,0.2636,Fail,Low
523,82.7,2.68,Yes,1.6,Yes,2,76.7,88.5,77.4,100.0,81.3,92.7,87.5,87.9,0.7734,Pass,High
524,72.5,0.37,No,0.0,No,2,64.6,62.2,64.6,40.9,59.4,64.6,51.0,57.1,0.5206,Fail,Medium
525,96.0,0.0,No,1.2,No,3,73.1,82.1,73.1,81.8,58.1,79.1,76.5,75.1,0.6558,Pass,High
526,36.3,1.29,No,1.3,No,1,75.4,15.8,13.5,46.0,45.0,30.6,12.3,27.2,0.3622,Fail,Low
527,91.8,0.0,Yes,4.0,No,3,67.0,62.2,68.0,88.8,99.3,90.4,76.3,80.8,0.6716,Pass,High
528,100.0,0.28,Yes,4.4,Yes,3,73.5,100.0,90.7,56.0,83.3,100.0,63.6,82.3,0.7622,Pass,High
529,65.2,0.0,No,0.4,No,1,69.6,30.5,55.0,46.0,56.1,37.8,51.5,46.2,0.463,Fail,Low
530,51.0,2.71,No,0.0,No,3,86.8,52.7,68.3,60.9,48.6,77.8,37.0,57.6,0.532,Fail,Medium
531,83.5,1.01,Yes,3.8,No,2,67.1,79.0,94.1,76.7,64.0,80.6,77.2,78.6,0.6706,Pass,High
532,56.9,1.21,No,0.6,No,4,66.0,47.0,67.9,34.3,56.3,65.5,44.7,52.6,0.4744,Fail,Low
533,57.0,0.69,Yes,1.6,No,3,65.2,54.8,60.4,47.8,67.5,41.2,37.8,51.6,0.4894,Fail,Low
534,80.6,1.31,No,0.8,No,1,76.2,73.5,86.0,61.1,60.9,62.2,98.5,73.7,0.6285,Pass,Medium
535,77.2,0.22,Yes,0.6,No,2,58.1,51.8,67.2,58.5,60.6,75.0,41.0,59.0,0.5763,Fail,Medium
536,73.8,2.69,No,0.0,No,3,69.5,73.4,68.2,79.4,60.2,78.2,74.1,72.2,0.6506,Pass,High
537,87.4,0.19,Yes,3.8,No,2,69.1,67.6,78.0,52.7,80.7,83.5,82.1,74.1,0.655,Pass,High
538,69.0,0.16,No,0.7,No,3,80.4,72.8,60.7,62.0,67.3,52.7,67.2,63.8,0.5079,Fail,Low
539,55.7,0.0,Yes,1.6,No,6,63.4,54.6,65.6,53.7,52.8,61.2,49.3,56.2,0.4491,Fail,Low
540,67.9,1.65,No,1.0,No,1,75.7,74.5,79.0,59.2,63.4,83.0,73.9,72.2,0.5694,Fail,Medium
541,47.2,0.93,Yes,1.0,No,1,64.4,40.1,41.2,61.0,41.1,32.6,70.8,47.8,0.4378,Fail,Low
542,60.0,1.46,Yes,1.3,No,4,83.2,87.0,80.5,69.8,68.2,67.2,58.5,71.9,0.5644,Fail,Medium
543,62.2,0.58,No,0.0,No,2,68.6,50.8,38.7,43.8,73.3,65.8,48.1,53.4,0.4733,Fail,Low
544,60.5,2.22,Yes,5.0,No,4,67.4,46.4,73.0,68.5,72.2,84.3,69.8,69.0,0.5989,Pass,Medium
545,72.6,0.31,No,0.8,No,3,72.8,67.1,81.0,71.8,55.8,77.0,59.0,68.6,0.5296,Fail,Medium
546,73.1,1.06,Yes,1.6,No,2,50.7,62.2,54.1,82.6,75.4,88.5,61.9,70.8,0.5888,Pass,Medium
547,78.9,0.76,No,0.1,No,4,53.7,57.6,70.6,54.3,67.3,73.2,76.4,66.6,0.5703,Fail,Medium
548,72.6,1.86,Yes,6.7,No,2,77.6,83.8,73.4,68.1,89.4,93.8,48.6,76.2,0.6654,Pass,High
549,75.1,0.92,No,1.2,No,2,71.1,67.6,64.4,46.7,69.8,52.0,44.0,57.4,0.5732,Fail,Medium
550,51.2,2.1,Yes,7.7,Yes,1,71.6,69.9,54.6,69.7,80.7,71.2,87.0,72.2,0.5643,Fail,Medium
551,90.0,0.0,No,0.0,No,1,62.6,89.3,71.8,86.1,61.4,59.2,61.1,71.5,0.6038,Pass,Medium
552,59.5,0.0,Yes,5.9,No,6,64.1,48.6,74.1,52.0,42.2,60.0,44.0,53.5,0.4833,Fail,Low
553,52.3,1.52,Yes,4.6,No,2,73.8,54.6,44.1,48.9,69.0,50.4,46.7,52.3,0.5176,Fail,Medium
554,100.0,0.0,No,1.3,No,4,55.1,87.3,86.9,72.6,85.4,97.2,85.4,85.8,0.6634,Pass,High
555,51.5,1.44,No,1.2,No,3,74.2,62.7,48.3,32.7,46.4,49.0,49.6,48.1,0.462,Fail,Low
556,84.0,0.65,Yes,0.8,No,2,61.7,77.0,75.5,93.0,68.9,71.9,61.0,74.6,0.6427,Pass,High
557,52.2,0.1,No,1.1,No,3,74.5,37.5,48.5,29.1,62.3,53.3,10.0,40.1,0.3992,Fail,Low
558,100.0,0.0,Yes,2.6,No,3,74.9,81.8,100.0,79.4,97.8,100.0,70.2,88.2,0.7252,Pass,High
559,53.6,0.0,No,0.9,No,4,65.5,68.7,63.6,59.0,46.3,54.2,32.0,54.0,0.3944,Fail,Low
560,80.3,0.0,No,0.3,No,1,65.4,56.2,59.9,61.3,43.6,54.3,69.9,57.5,0.5492,Fail,Medium
561,82.5,1.14,No,1.5,No,3,63.8,91.9,58.0,82.9,94.7,82.8,77.0,81.2,0.6233,Pass,Medium
562,99.8,0.81,Yes,4.1,No,5,79.9,90.1,86.6,72.3,91.2,83.9,87.3,85.2,0.7757,Pass,High
563,100.0,0.0,No,1.0,No,2,75.3,81.1,96.3,78.9,57.5,100.0,92.0,84.3,0.6803,Pass,High
564,80.9,0.0,Yes,3.0,No,2,71.4,60.4,53.7,93.1,81.8,86.0,77.6,75.4,0.6068,Pass,Medium
565,80.1,0.35,Yes,5.9,No,2,65.3,62.5,59.5,76.7,44.2,68.1,82.3,65.6,0.6206,Pass,Medium
566,100.0,1.56,Yes,0.5,Yes,2,90.2,100.0,97.9,87.0,87.5,96.7,100.0,94.8,0.832,Pass,High
567,46.2,1.8,No,1.0,No,3,50.9,63.0,48.1,42.0,51.6,54.0,44.2,50.5,0.4244,Fail,Low
568,71.9,1.58,No,0.5,No,3,74.7,89.0,59.9,75.1,74.2,63.1,64.4,71.0,0.5901,Pass,Medium
569,59.2,1.88,No,1.1,No,1,81.5,57.6,74.6,65.8,77.1,62.1,87.6,70.8,0.5347,Fail,Medium
570,41.3,1.17,No,0.7,No,3,65.8,46.3,51.1,53.7,42.1,44.7,39.4,46.2,0.3776,Fail,Low
571,73.8,0.77,No,0.2,No,3,65.2,57.0,57.1,36.0,35.3,57.4,66.9,51.6,0.5508,Fail,Medium
572,61.0,1.37,Yes,4.5,Yes,3,65.5,41.3,68.4,71.1,61.3,65.0,100.0,67.9,0.575,Fail,Medium
573,59.7,0.2,Yes,0.5,Yes,3,63.2,49.2,71.9,66.4,66.4,80.1,52.5,64.4,0.4964,Fail,Low
574,68.1,0.0,No,0.0,Yes,2,62.3,60.2,78.0,46.0,46.2,58.3,31.9,53.4,0.4934,Fail,Low
575,76.3,0.22,Yes,2.0,No,0,70.7,59.2,73.6,59.4,79.4,92.7,72.6,72.8,0.5845,Pass,Medium
576,82.1,0.6,Yes,0.5,No,1,77.6,76.1,65.8,92.6,40.2,78.9,54.1,68.0,0.6427,Pass,High
577,40.1,1.82,No,0.9,No,1,73.2,40.6,63.9,43.9,22.2,68.3,62.8,50.3,0.4083,Fail,Low
578,67.8,1.88,No,0.7,No,0,76.9,91.7,72.6,78.2,61.0,48.0,99.4,75.1,0.5794,Pass,Medium
579,74.8,0.0,Yes,0.6,No,4,69.1,82.8,57.2,82.6,88.1,61.4,60.6,72.1,0.5644,Fail,Medium
580,58.3,2.14,Yes,5.4,No,3,75.8,65.6,68.8,64.0,63.9,78.8,53.0,65.7,0.5898,Pass,Medium
581,65.2,0.0,Yes,3.2,Yes,4,69.7,68.9,58.0,72.1,39.0,62.7,76.4,62.8,0.5339,Fail,Medium
582,74.7,1.83,No,0.2,No,6,75.3,85.0,66.4,56.7,83.4,90.7,53.0,72.5,0.623,Pass,Medium
583,72.5,0.26,No,1.0,No,2,69.1,39.5,62.2,51.1,55.7,47.9,70.8,54.5,0.5221,Fail,Medium
584,90.9,1.54,No,1.0,No,4,78.5,93.9,68.6,82.9,70.3,93.4,95.4,84.1,0.7084,Pass,High
585,64.5,0.3,Yes,1.9,No,4,74.1,54.2,30.2,62.0,61.8,97.9,39.6,57.6,0.5258,Fail,Medium
586,59.3,1.9,No,0.2,No,2,76.4,54.0,80.3,57.2,65.5,76.4,78.6,68.7,0.5302,Fail,Medium
587,63.9,0.0,Yes,2.4,No,3,58.8,70.2,74.4,59.6,45.3,39.0,69.2,59.6,0.492,Fail,Low
588,66.8,0.0,No,0.2,No,3,64.8,53.5,52.2,45.0,54.8,34.4,71.8,52.0,0.4698,Fail,Low
589,48.3,1.45,No,0.0,Yes,3,65.2,64.9,78.6,43.9,66.8,36.9,40.9,55.3,0.4512,Fail,Low
590,84.2,0.92,Yes,2.4,No,4,68.8,66.8,66.7,71.3,75.6,62.5,57.3,66.7,0.671,Pass,High
591,100.0,0.62,No,0.5,No,5,80.7,93.9,100.0,85.7,94.5,67.3,95.3,89.4,0.7192,Pass,High
592,75.8,1.48,No,0.7,No,2,71.6,54.5,72.2,50.4,85.9,67.5,45.5,62.7,0.6046,Pass,Medium
593,56.3,0.04,Yes,1.6,No,3,74.9,42.9,42.3,56.0,62.3,47.4,77.7,54.8,0.4624,Fail,Low
594,51.0,1.2,No,0.1,No,1,68.8,57.2,61.7,40.8,42.3,65.1,50.8,53.0,0.4363,Fail,Low
595,78.0,0.9,No,0.9,No,2,62.0,71.1,43.8,37.0,84.4,55.8,44.1,56.0,0.5798,Pass,Medium
596,67.5,0.28,Yes,5.7,Yes,1,86.4,67.6,67.6,64.5,72.3,60.8,60.1,65.5,0.5809,Pass,Medium
597,78.0,0.62,No,0.8,No,2,71.1,78.1,62.3,81.9,67.4,62.4,76.9,71.5,0.5746,Fail,Medium
598,72.8,0.08,Yes,2.4,No,4,51.8,64.2,82.0,73.4,62.2,51.0,39.3,62.0,0.5436,Fail,Medium
599,64.7,0.0,Yes,5.3,Yes,1,82.4,57.0,56.8,77.1,71.4,57.9,55.6,62.6,0.5451,Fail,Medium
600,61.0,1.29,Yes,5.5,No,5,78.0,60.9,66.7,64.3,60.5,49.6,73.4,62.6,0.5685,Fail,Medium
601,85.2,1.24,No,0.2,No,4,70.5,51.3,82.9,83.4,75.3,60.1,71.8,70.8,0.6492,Pass,High
602,59.7,1.4,No,0.5,No,5,64.1,47.2,41.8,72.7,52.7,58.6,56.9,55.0,0.4998,Fail,Low
603,58.2,0.0,No,0.3,No,0,54.0,45.1,63.3,55.4,46.2,42.9,53.6,51.1,0.404,Fail,Low
604,87.9,0.0,Yes,0.5,No,3,82.4,66.0,76.9,66.3,68.6,63.6,66.4,68.0,0.6548,Pass,High
605,50.6,1.4,No,0.1,No,2,69.4,59.9,56.6,47.9,41.6,41.0,46.8,49.0,0.4458,Fail,Low
606,100.0,0.0,No,0.0,No,4,70.0,77.6,80.3,64.2,71.4,64.6,71.6,71.6,0.675,Pass,High
607,73.1,0.0,No,0.5,No,2,76.1,68.6,38.2,58.3,33.2,67.5,60.2,54.3,0.5184,Fail,Medium
608,64.5,0.6,Yes,4.0,No,1,66.4,47.4,60.2,66.9,48.9,54.6,66.7,57.4,0.5347,Fail,Medium
609,34.3,2.17,No,1.5,No,1,68.2,43.1,22.4,30.7,55.2,49.2,39.2,40.0,0.3875,Fail,Low
610,89.6,1.55,No,0.4,No,5,80.8,81.1,64.4,71.0,73.7,89.2,71.9,75.2,0.7031,Pass,High
611,52.5,1.32,Yes,2.5,No,0,65.3,43.1,88.3,68.5,60.2,69.5,50.3,63.3,0.4926,Fail,Low
612,49.7,2.43,Yes,2.8,Yes,1,83.0,73.4,71.1,68.5,71.9,58.5,64.0,67.9,0.571,Fail,Medium
613,61.8,1.79,No,0.0,No,1,61.7,63.2,52.3,51.1,49.1,63.1,68.5,57.9,0.5232,Fail,Medium
614,99.3,2.41,No,1.4,No,0,80.0,94.5,96.1,78.4,87.6,94.6,100.0,91.9,0.7998,Pass,High
615,49.9,0.75,No,0.0,No,6,63.8,55.2,39.4,57.4,36.1,51.5,56.8,49.4,0.4082,Fail,Low
616,52.0,2.96,Yes,5.4,No,3,73.7,61.5,57.0,76.6,61.1,45.3,78.8,63.4,0.591,Pass,Medium
617,85.1,1.9,No,0.8,Yes,1,83.4,75.9,95.7,100.0,65.6,70.1,85.8,82.2,0.7122,Pass,High
618,60.2,2.35,No,1.5,No,6,91.1,55.7,64.8,45.5,50.7,70.2,52.7,56.6,0.581,Pass,Medium
619,59.5,1.19,Yes,2.1,No,6,66.9,47.1,70.2,74.0,60.2,57.0,54.9,60.6,0.5362,Fail,Medium
620,56.0,0.08,No,0.2,No,2,58.9,41.4,47.3,54.4,29.5,28.5,61.1,43.7,0.4019,Fail,Low
621,77.0,1.3,No,0.9,No,5,65.5,65.6,77.7,64.5,68.1,78.1,82.2,72.7,0.601,Pass,Medium
622,71.4,2.52,No,0.4,No,6,71.3,74.6,45.5,61.5,91.1,67.9,76.1,69.4,0.6342,Pass,Medium
623,51.4,1.18,Yes,1.2,No,3,74.2,36.4,49.8,45.2,39.1,25.6,61.5,42.9,0.4884,Fail,Low
624,86.9,1.26,No,0.0,No,3,69.5,54.0,55.7,61.9,45.9,64.7,50.8,55.5,0.6577,Pass,High
625,70.3,2.08,Yes,6.5,No,3,78.0,72.3,87.3,62.3,62.1,72.4,100.0,76.1,0.6638,Pass,High
626,86.9,0.85,Yes,3.1,No,2,60.6,82.2,68.2,65.1,69.0,53.9,77.0,69.2,0.6748,Pass,High
627,100.0,0.0,No,1.1,No,6,62.8,50.5,90.1,71.6,59.2,92.9,79.5,74.0,0.673,Pass,High
628,70.4,1.14,No,0.0,No,1,67.7,60.4,80.9,64.5,63.8,49.6,59.2,63.1,0.5484,Fail,Medium
629,42.6,0.0,No,0.4,No,3,76.2,33.0,64.1,35.1,45.8,56.2,54.1,48.1,0.3366,Fail,Low
630,87.7,1.78,No,0.3,No,1,73.9,92.0,84.9,87.1,68.9,86.9,81.6,83.6,0.6911,Pass,High
631,70.3,1.31,No,0.1,No,0,57.6,84.2,48.9,54.9,52.9,71.9,72.3,64.2,0.5451,Fail,Medium
632,68.5,1.87,No,0.0,No,2,70.9,69.7,67.2,80.8,67.2,46.1,62.4,65.6,0.5779,Pass,Medium
633,69.0,0.25,No,0.0,No,3,68.3,64.2,52.5,57.3,57.4,66.1,85.6,63.8,0.4986,Fail,Low
634,94.7,0.0,No,0.1,No,2,74.2,51.6,51.1,66.2,98.8,58.9,63.0,64.9,0.6452,Pass,High
635,61.3,1.81,No,0.4,No,3,76.3,44.8,63.9,40.8,79.2,56.7,43.5,54.8,0.5394,Fail,Medium
